id,exp_years,diplomes,certifications,hard_skills,soft_skills,langues,localisation,mobilite,disponibilite,full_text,322,14,MBA Management Digital,Aucune,"['Digital Strategy', 'Email Campaigns', 'Content Creation', 'SEO', 'Brand Management', 'Analytics', 'Copywriting']","['Créativité', 'Leadership', 'Pensée analytique']","['Arabe', 'Espagnol']","Montréal, Canada",Pas mobile,Immédiate,"Expériences: Chargé de communication web chez DevFactory (2013-2018). Diplômes: MBA Management Digital. Certifications: Aucune. Compétences techniques: Digital Strategy, Email Campaigns, Content Creation, SEO, Brand Management, Analytics, Copywriting. Compétences comportementales: Créativité, Leadership, Pensée analytique. Langues: Arabe, Espagnol. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Chargé de communication web."
,,,,,,,,,,,517.0,3.0,Master Data Science,Microsoft Azure Administrator,"['Remote Support', 'IT Support Tools', 'Software Installation', 'Hardware Repair', 'Troubleshooting', 'Helpdesk Software', 'Ticketing Systems']","['Résolution de problèmes', 'Esprit critique', 'Adaptabilité']","['Espagnol', 'Arabe', 'Français']","Montréal, Canada",Ouvert au télétravail,Dans 1 mois,"Expériences: Conseiller support technique chez TechCorp (2021-2023). Conseiller support technique chez HealthAI (2021-2022). Diplômes: Master Data Science. Certifications: Microsoft Azure Administrator. Compétences techniques: Remote Support, IT Support Tools, Software Installation, Hardware Repair, Troubleshooting, Helpdesk Software, Ticketing Systems. Compétences comportementales: Résolution de problèmes, Esprit critique, Adaptabilité. Langues: Espagnol, Arabe, Français. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Conseiller support technique."
,,,,,,,,,,,518.0,13.0,Master Data Science,Scrum Master,"['Software Installation', 'User Training', 'Hardware Repair', 'Troubleshooting', 'Remote Support', 'IT Support Tools', 'Helpdesk Software']","['Empathie', 'Créativité', 'Adaptabilité']","['Allemand', 'Espagnol']","Casablanca, Maroc",Pas mobile,Dans 3 mois,"Expériences: Spécialiste support chez BigDataCorp (2017-2019). Diplômes: Master Data Science. Certifications: Scrum Master. Compétences techniques: Software Installation, User Training, Hardware Repair, Troubleshooting, Remote Support, IT Support Tools, Helpdesk Software. Compétences comportementales: Empathie, Créativité, Adaptabilité. Langues: Allemand, Espagnol. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Spécialiste support."
,,,,,,,,,,,519.0,3.0,Diplôme d’ingénieur Logiciel,Adobe Certified Expert,"['Helpdesk Software', 'User Training', 'IT Support Tools', 'Remote Support', 'Ticketing Systems', 'Software Installation']","['Adaptabilité', 'Pensée analytique', 'Esprit critique']","['Anglais', 'Français', 'Allemand']","Montréal, Canada",Pas mobile,Immédiate,"Expériences: Spécialiste support chez InnovateLab (2020-2022). Spécialiste support chez HealthAI (2021-2022). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: Adobe Certified Expert. Compétences techniques: Helpdesk Software, User Training, IT Support Tools, Remote Support, Ticketing Systems, Software Installation. Compétences comportementales: Adaptabilité, Pensée analytique, Esprit critique. Langues: Anglais, Français, Allemand. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Spécialiste support."
,,,,,,,,,,,520.0,3.0,Diplôme d'ingénieur Informatique,AWS Certified Solutions Architect,"['Hardware Repair', 'IT Support Tools', 'Ticketing Systems', 'Helpdesk Software', 'Troubleshooting', 'Remote Support', 'User Training']","['Empathie', 'Résolution de problèmes', 'Communication']","['Espagnol', 'Arabe']","Dakar, Sénégal",Ouvert au télétravail,Immédiate,"Expériences: Spécialiste support chez DevFactory (2020-2022). Spécialiste support chez CloudOps (2020-2021). Diplômes: Diplôme d'ingénieur Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: Hardware Repair, IT Support Tools, Ticketing Systems, Helpdesk Software, Troubleshooting, Remote Support, User Training. Compétences comportementales: Empathie, Résolution de problèmes, Communication. Langues: Espagnol, Arabe. Localisation: Dakar, Sénégal. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Spécialiste support."
,,,,,,,,,,,521.0,2.0,PhD en Intelligence Artificielle,Aucune,"['Ticketing Systems', 'Software Installation', 'IT Support Tools', 'Hardware Repair', 'Remote Support', 'Helpdesk Software']","['Travail en équipe', 'Leadership', 'Empathie']","['Allemand', 'Espagnol', 'Français']","Montréal, Canada",Pas mobile,Immédiate,"Expériences: Spécialiste support chez FinTechX (2021-2022). Diplômes: PhD en Intelligence Artificielle. Certifications: Aucune. Compétences techniques: Ticketing Systems, Software Installation, IT Support Tools, Hardware Repair, Remote Support, Helpdesk Software. Compétences comportementales: Travail en équipe, Leadership, Empathie. Langues: Allemand, Espagnol, Français. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Spécialiste support."
,,,,,,,,,,,522.0,15.0,MBA Management Digital,Scrum Master,"['Remote Support', 'IT Support Tools', 'User Training', 'Hardware Repair', 'Ticketing Systems']","['Gestion du temps', 'Créativité', 'Travail en équipe']","['Espagnol', 'Français']","Bruxelles, Belgique",Mobile,Dans 1 mois,"Expériences: Technicien helpdesk chez HealthAI (2021-2023). Technicien helpdesk chez FinTechX (2009-2014). Diplômes: MBA Management Digital. Certifications: Scrum Master. Compétences techniques: Remote Support, IT Support Tools, User Training, Hardware Repair, Ticketing Systems. Compétences comportementales: Gestion du temps, Créativité, Travail en équipe. Langues: Espagnol, Français. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Technicien helpdesk."
,,,,,,,,,,,523.0,5.0,Master Informatique,Adobe Certified Expert,"['Remote Support', 'Hardware Repair', 'Software Installation', 'IT Support Tools', 'Troubleshooting', 'Ticketing Systems']","['Résolution de problèmes', 'Communication', 'Travail en équipe']","['Arabe', 'Français', 'Allemand']","Montréal, Canada",Pas mobile,Immédiate,"Expériences: Technicien helpdesk chez HealthAI (2022-2023). Diplômes: Master Informatique. Certifications: Adobe Certified Expert. Compétences techniques: Remote Support, Hardware Repair, Software Installation, IT Support Tools, Troubleshooting, Ticketing Systems. Compétences comportementales: Résolution de problèmes, Communication, Travail en équipe. Langues: Arabe, Français, Allemand. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Technicien helpdesk."
,,,,,,,,,,,524.0,12.0,MBA Management Digital,AWS Certified Solutions Architect,"['Helpdesk Software', 'Ticketing Systems', 'IT Support Tools', 'Remote Support', 'Software Installation', 'Troubleshooting', 'Hardware Repair']","['Empathie', 'Adaptabilité', 'Communication']","['Espagnol', 'Français']","Dakar, Sénégal",Mobile,Dans 3 mois,"Expériences: Technicien helpdesk chez HealthAI (2012-2016). Technicien helpdesk chez FinTechX (2021-2023). Technicien helpdesk chez CloudInnovate (2016-2020). Diplômes: MBA Management Digital. Certifications: AWS Certified Solutions Architect. Compétences techniques: Helpdesk Software, Ticketing Systems, IT Support Tools, Remote Support, Software Installation, Troubleshooting, Hardware Repair. Compétences comportementales: Empathie, Adaptabilité, Communication. Langues: Espagnol, Français. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Technicien helpdesk."
,,,,,,,,,,,525.0,8.0,MBA Management Digital,Google Data Engineer,"['Hardware Repair', 'Software Installation', 'IT Support Tools', 'Troubleshooting', 'User Training', 'Ticketing Systems']","['Créativité', 'Adaptabilité', 'Pensée analytique']","['Allemand', 'Arabe', 'Espagnol']","Paris, France",Mobile,Dans 1 mois,"Expériences: Technicien helpdesk chez FinTechX (2017-2021). Technicien helpdesk chez FinTechX (2019-2023). Diplômes: MBA Management Digital. Certifications: Google Data Engineer. Compétences techniques: Hardware Repair, Software Installation, IT Support Tools, Troubleshooting, User Training, Ticketing Systems. Compétences comportementales: Créativité, Adaptabilité, Pensée analytique. Langues: Allemand, Arabe, Espagnol. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Technicien helpdesk."
,,,,,,,,,,,526.0,5.0,MBA Management Digital,Kubernetes Administrator,"['IT Support Tools', 'Software Installation', 'Helpdesk Software', 'Remote Support', 'Troubleshooting']","['Résolution de problèmes', 'Créativité', 'Empathie']","['Anglais', 'Allemand', 'Arabe']","Abidjan, Côte d’Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Technicien maintenance informatique chez HealthAI (2018-2021). Diplômes: MBA Management Digital. Certifications: Kubernetes Administrator. Compétences techniques: IT Support Tools, Software Installation, Helpdesk Software, Remote Support, Troubleshooting. Compétences comportementales: Résolution de problèmes, Créativité, Empathie. Langues: Anglais, Allemand, Arabe. Localisation: Abidjan, Côte d’Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Technicien maintenance informatique."
,,,,,,,,,,,527.0,13.0,PhD en Intelligence Artificielle,Aucune,"['User Training', 'Software Installation', 'Ticketing Systems', 'Hardware Repair', 'Remote Support', 'Troubleshooting', 'Helpdesk Software']","['Créativité', 'Travail en équipe', 'Esprit critique']","['Français', 'Anglais', 'Espagnol']","Dakar, Sénégal",Ouvert au télétravail,Dans 1 mois,"Expériences: Technicien maintenance informatique chez InnovateLab (2011-2012). Technicien maintenance informatique chez CloudOps (2021-2022). Diplômes: PhD en Intelligence Artificielle. Certifications: Aucune. Compétences techniques: User Training, Software Installation, Ticketing Systems, Hardware Repair, Remote Support, Troubleshooting, Helpdesk Software. Compétences comportementales: Créativité, Travail en équipe, Esprit critique. Langues: Français, Anglais, Espagnol. Localisation: Dakar, Sénégal. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Technicien maintenance informatique."
,,,,,,,,,,,528.0,11.0,Licence Informatique,AWS Certified Solutions Architect,"['IT Support Tools', 'Hardware Repair', 'Troubleshooting', 'User Training', 'Remote Support']","['Créativité', 'Esprit critique', 'Pensée analytique']","['Anglais', 'Français', 'Allemand']","Bruxelles, Belgique",Pas mobile,Dans 1 mois,"Expériences: Technicien maintenance informatique chez InnovateLab (2014-2018). Technicien maintenance informatique chez DevFactory (2018-2022). Diplômes: Licence Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: IT Support Tools, Hardware Repair, Troubleshooting, User Training, Remote Support. Compétences comportementales: Créativité, Esprit critique, Pensée analytique. Langues: Anglais, Français, Allemand. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Technicien maintenance informatique."
,,,,,,,,,,,529.0,1.0,Master Informatique,AWS Certified Solutions Architect,"['Helpdesk Software', 'User Training', 'IT Support Tools', 'Hardware Repair', 'Troubleshooting', 'Remote Support']","['Communication', 'Esprit critique', 'Gestion du temps']","['Espagnol', 'Arabe', 'Anglais']","Casablanca, Maroc",Pas mobile,Dans 3 mois,"Expériences: Technicien maintenance informatique chez StartDev (2022-2023). Diplômes: Master Informatique. Certifications: AWS Certified Solutions Architect. Compétences techniques: Helpdesk Software, User Training, IT Support Tools, Hardware Repair, Troubleshooting, Remote Support. Compétences comportementales: Communication, Esprit critique, Gestion du temps. Langues: Espagnol, Arabe, Anglais. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Technicien maintenance informatique."
,,,,,,,,,,,530.0,5.0,Licence Informatique,Aucune,"['Helpdesk Software', 'Troubleshooting', 'User Training', 'Software Installation']","['Pensée analytique', 'Adaptabilité', 'Travail en équipe']","['Allemand', 'Français', 'Arabe']","Dakar, Sénégal",Mobile,Dans 1 mois,"Expériences: Responsable maintenance chez BigDataCorp (2022-2023). Responsable maintenance chez HealthAI (2019-2023). Diplômes: Licence Informatique. Certifications: Aucune. Compétences techniques: Helpdesk Software, Troubleshooting, User Training, Software Installation. Compétences comportementales: Pensée analytique, Adaptabilité, Travail en équipe. Langues: Allemand, Français, Arabe. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Responsable maintenance."
,,,,,,,,,,,531.0,14.0,Master Data Science,Adobe Certified Expert,"['IT Support Tools', 'Ticketing Systems', 'Troubleshooting', 'Software Installation', 'Helpdesk Software', 'Hardware Repair', 'Remote Support']","['Empathie', 'Résolution de problèmes', 'Communication']","['Arabe', 'Français']","Dakar, Sénégal",Mobile,Dans 3 mois,"Expériences: Responsable maintenance chez CloudOps (2013-2018). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: IT Support Tools, Ticketing Systems, Troubleshooting, Software Installation, Helpdesk Software, Hardware Repair, Remote Support. Compétences comportementales: Empathie, Résolution de problèmes, Communication. Langues: Arabe, Français. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Responsable maintenance."
,,,,,,,,,,,532.0,6.0,Diplôme d’ingénieur Logiciel,Aucune,"['Ticketing Systems', 'User Training', 'Helpdesk Software', 'Hardware Repair']","['Créativité', 'Empathie', 'Gestion du temps']","['Français', 'Anglais']","Montréal, Canada",Mobile,Dans 3 mois,"Expériences: Responsable maintenance chez InnovateLab (2019-2022). Responsable maintenance chez BigDataCorp (2022-2023). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: Aucune. Compétences techniques: Ticketing Systems, User Training, Helpdesk Software, Hardware Repair. Compétences comportementales: Créativité, Empathie, Gestion du temps. Langues: Français, Anglais. Localisation: Montréal, Canada. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Responsable maintenance."
,,,,,,,,,,,533.0,4.0,Diplôme d'ingénieur Informatique,Microsoft Azure Administrator,"['User Training', 'IT Support Tools', 'Hardware Repair', 'Remote Support', 'Ticketing Systems']","['Résolution de problèmes', 'Leadership', 'Communication']","['Arabe', 'Allemand']","Montréal, Canada",Pas mobile,Immédiate,"Expériences: Responsable maintenance chez CloudOps (2019-2021). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Microsoft Azure Administrator. Compétences techniques: User Training, IT Support Tools, Hardware Repair, Remote Support, Ticketing Systems. Compétences comportementales: Résolution de problèmes, Leadership, Communication. Langues: Arabe, Allemand. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Responsable maintenance."
,,,,,,,,,,,534.0,3.0,Licence Informatique,Scrum Master,"['Signal Processing', '5G', 'Network Design', 'VoIP', 'Wireless Technologies', 'Telecom Protocols']","['Empathie', 'Travail en équipe', 'Résolution de problèmes']","['Espagnol', 'Arabe']","Casablanca, Maroc",Pas mobile,Immédiate,"Expériences: Technicien de déploiement de fibre optique chez FinTechX (2021-2023). Technicien de déploiement de fibre optique chez CloudInnovate (2022-2023). Diplômes: Licence Informatique. Certifications: Scrum Master. Compétences techniques: Signal Processing, 5G, Network Design, VoIP, Wireless Technologies, Telecom Protocols. Compétences comportementales: Empathie, Travail en équipe, Résolution de problèmes. Langues: Espagnol, Arabe. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Technicien de déploiement de fibre optique."
,,,,,,,,,,,535.0,11.0,Master Data Science,Adobe Certified Expert,"['5G', 'Telecom Protocols', 'Fiber Optics', 'VoIP', 'Network Design', 'Signal Processing', 'Telecom Infrastructure']","['Communication', 'Résolution de problèmes', 'Pensée analytique']","['Anglais', 'Arabe', 'Français']","Abidjan, Côte d’Ivoire",Ouvert au télétravail,Dans 3 mois,"Expériences: Technicien de déploiement de fibre optique chez InnovateLab (2013-2014). Diplômes: Master Data Science. Certifications: Adobe Certified Expert. Compétences techniques: 5G, Telecom Protocols, Fiber Optics, VoIP, Network Design, Signal Processing, Telecom Infrastructure. Compétences comportementales: Communication, Résolution de problèmes, Pensée analytique. Langues: Anglais, Arabe, Français. Localisation: Abidjan, Côte d’Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Technicien de déploiement de fibre optique."
,,,,,,,,,,,536.0,2.0,PhD en Intelligence Artificielle,Google Data Engineer,"['5G', 'Network Design', 'Telecom Infrastructure', 'VoIP']","['Pensée analytique', 'Empathie', 'Esprit critique']","['Espagnol', 'Arabe', 'Français']","Bruxelles, Belgique",Pas mobile,Dans 3 mois,"Expériences: Technicien de déploiement de fibre optique chez DevFactory (2021-2023). Diplômes: PhD en Intelligence Artificielle. Certifications: Google Data Engineer. Compétences techniques: 5G, Network Design, Telecom Infrastructure, VoIP. Compétences comportementales: Pensée analytique, Empathie, Esprit critique. Langues: Espagnol, Arabe, Français. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Technicien de déploiement de fibre optique."
,,,,,,,,,,,537.0,3.0,Licence Informatique,Microsoft Azure Administrator,"['Signal Processing', 'Telecom Protocols', 'Fiber Optics', 'Network Design', 'Wireless Technologies', 'VoIP']","['Leadership', 'Créativité', 'Communication']","['Anglais', 'Espagnol', 'Arabe']","Montréal, Canada",Pas mobile,Dans 3 mois,"Expériences: Technicien de déploiement de fibre optique chez CloudOps (2022-2023). Technicien de déploiement de fibre optique chez StartDev (2021-2023). Diplômes: Licence Informatique. Certifications: Microsoft Azure Administrator. Compétences techniques: Signal Processing, Telecom Protocols, Fiber Optics, Network Design, Wireless Technologies, VoIP. Compétences comportementales: Leadership, Créativité, Communication. Langues: Anglais, Espagnol, Arabe. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Technicien de déploiement de fibre optique."
,,,,,,,,,,,538.0,13.0,Master Design,AWS Certified Solutions Architect,"['Social Media', 'Analytics', 'Content Creation', 'SEO']","['Leadership', 'Esprit critique', 'Empathie']","['Espagnol', 'Français']","Bruxelles, Belgique",Mobile,Dans 3 mois,"Expériences: Technicien en télécommunication chez DevFactory (2018-2019). Technicien en télécommunication chez StartDev (2017-2022). Technicien en télécommunication chez CloudOps (2016-2017). Diplômes: Master Design. Certifications: AWS Certified Solutions Architect. Compétences techniques: Social Media, Analytics, Content Creation, SEO. Compétences comportementales: Leadership, Esprit critique, Empathie. Langues: Espagnol, Français. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Technicien en télécommunication."
,,,,,,,,,,,539.0,6.0,Master Design,Google Data Engineer,"['Brand Management', 'Digital Strategy', 'Analytics', 'Email Campaigns', 'Copywriting', 'Social Media']","['Leadership', 'Gestion du temps', 'Esprit critique']","['Arabe', 'Français']","Casablanca, Maroc",Ouvert au télétravail,Dans 3 mois,"Expériences: Technicien en télécommunication chez SmartTech (2019-2021). Technicien en télécommunication chez StartDev (2018-2019). Technicien en télécommunication chez FinTechX (2020-2022). Diplômes: Master Design. Certifications: Google Data Engineer. Compétences techniques: Brand Management, Digital Strategy, Analytics, Email Campaigns, Copywriting, Social Media. Compétences comportementales: Leadership, Gestion du temps, Esprit critique. Langues: Arabe, Français. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Technicien en télécommunication."
,,,,,,,,,,,540.0,10.0,PhD en Intelligence Artificielle,Microsoft Azure Administrator,"['Content Creation', 'SEO', 'Email Campaigns', 'Copywriting', 'Social Media']","['Gestion du temps', 'Empathie', 'Leadership']","['Français', 'Arabe', 'Espagnol']","Montréal, Canada",Ouvert au télétravail,Dans 1 mois,"Expériences: Technicien en télécommunication chez StartDev (2019-2023). Technicien en télécommunication chez InnovateLab (2018-2019). Technicien en télécommunication chez HealthAI (2015-2018). Diplômes: PhD en Intelligence Artificielle. Certifications: Microsoft Azure Administrator. Compétences techniques: Content Creation, SEO, Email Campaigns, Copywriting, Social Media. Compétences comportementales: Gestion du temps, Empathie, Leadership. Langues: Français, Arabe, Espagnol. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Technicien en télécommunication."
,,,,,,,,,,,541.0,12.0,Licence Informatique,Adobe Certified Expert,"['Brand Management', 'Digital Strategy', 'Copywriting', 'Content Creation', 'Email Campaigns']","['Adaptabilité', 'Gestion du temps', 'Résolution de problèmes']","['Allemand', 'Espagnol']","Paris, France",Ouvert au télétravail,Dans 1 mois,"Expériences: Technicien en télécommunication chez SmartTech (2015-2019). Diplômes: Licence Informatique. Certifications: Adobe Certified Expert. Compétences techniques: Brand Management, Digital Strategy, Copywriting, Content Creation, Email Campaigns. Compétences comportementales: Adaptabilité, Gestion du temps, Résolution de problèmes. Langues: Allemand, Espagnol. Localisation: Paris, France. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Technicien en télécommunication."
,,,,,,,,,,,542.0,3.0,MBA Management Digital,Kubernetes Administrator,"['Fiber Optics', 'Wireless Technologies', 'VoIP', '5G', 'Network Design', 'Telecom Protocols', 'Telecom Infrastructure']","['Créativité', 'Pensée analytique', 'Communication']","['Allemand', 'Arabe', 'Anglais']","Abidjan, Côte d’Ivoire",Ouvert au télétravail,Dans 1 mois,"Expériences: Chef de projet télécom chez CloudInnovate (2020-2022). Chef de projet télécom chez SmartTech (2020-2021). Diplômes: MBA Management Digital. Certifications: Kubernetes Administrator. Compétences techniques: Fiber Optics, Wireless Technologies, VoIP, 5G, Network Design, Telecom Protocols, Telecom Infrastructure. Compétences comportementales: Créativité, Pensée analytique, Communication. Langues: Allemand, Arabe, Anglais. Localisation: Abidjan, Côte d’Ivoire. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Chef de projet télécom."
,,,,,,,,,,,543.0,5.0,Master Data Science,Kubernetes Administrator,"['Wireless Technologies', 'Signal Processing', 'Network Design', 'Telecom Infrastructure', 'Telecom Protocols', '5G']","['Gestion du temps', 'Esprit critique', 'Pensée analytique']","['Français', 'Anglais']","Dakar, Sénégal",Mobile,Dans 3 mois,"Expériences: Chef de projet télécom chez HealthAI (2019-2022). Chef de projet télécom chez StartDev (2018-2020). Diplômes: Master Data Science. Certifications: Kubernetes Administrator. Compétences techniques: Wireless Technologies, Signal Processing, Network Design, Telecom Infrastructure, Telecom Protocols, 5G. Compétences comportementales: Gestion du temps, Esprit critique, Pensée analytique. Langues: Français, Anglais. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Chef de projet télécom."
,,,,,,,,,,,544.0,14.0,Master Data Science,Aucune,"['5G', 'Signal Processing', 'Fiber Optics', 'Telecom Infrastructure']","['Pensée analytique', 'Créativité', 'Travail en équipe']","['Anglais', 'Espagnol', 'Allemand']","Abidjan, Côte d’Ivoire",Pas mobile,Dans 1 mois,"Expériences: Chef de projet télécom chez BigDataCorp (2009-2013). Chef de projet télécom chez BigDataCorp (2015-2017). Chef de projet télécom chez CloudInnovate (2017-2021). Diplômes: Master Data Science. Certifications: Aucune. Compétences techniques: 5G, Signal Processing, Fiber Optics, Telecom Infrastructure. Compétences comportementales: Pensée analytique, Créativité, Travail en équipe. Langues: Anglais, Espagnol, Allemand. Localisation: Abidjan, Côte d’Ivoire. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Chef de projet télécom."
,,,,,,,,,,,545.0,11.0,Diplôme d’ingénieur Logiciel,Google Data Engineer,"['Telecom Protocols', 'Network Design', 'Wireless Technologies', 'Signal Processing', '5G']","['Créativité', 'Adaptabilité', 'Travail en équipe']","['Français', 'Allemand', 'Arabe']","Montréal, Canada",Pas mobile,Dans 3 mois,"Expériences: Chef de projet télécom chez TechCorp (2015-2018). Diplômes: Diplôme d’ingénieur Logiciel. Certifications: Google Data Engineer. Compétences techniques: Telecom Protocols, Network Design, Wireless Technologies, Signal Processing, 5G. Compétences comportementales: Créativité, Adaptabilité, Travail en équipe. Langues: Français, Allemand, Arabe. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Chef de projet télécom."
,,,,,,,,,,,546.0,5.0,Diplôme d'ingénieur Informatique,Aucune,"['Network Design', 'Fiber Optics', 'Signal Processing', 'VoIP']","['Travail en équipe', 'Esprit critique', 'Créativité']","['Allemand', 'Français', 'Arabe']","Casablanca, Maroc",Pas mobile,Dans 3 mois,"Expériences: Ingénieur télécom chez SmartTech (2018-2020). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Aucune. Compétences techniques: Network Design, Fiber Optics, Signal Processing, VoIP. Compétences comportementales: Travail en équipe, Esprit critique, Créativité. Langues: Allemand, Français, Arabe. Localisation: Casablanca, Maroc. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Ingénieur télécom."
,,,,,,,,,,,547.0,5.0,PhD en Intelligence Artificielle,Scrum Master,"['5G', 'VoIP', 'Network Design', 'Telecom Infrastructure', 'Fiber Optics', 'Wireless Technologies']","['Travail en équipe', 'Créativité', 'Pensée analytique']","['Anglais', 'Allemand']","Bruxelles, Belgique",Pas mobile,Dans 3 mois,"Expériences: Ingénieur télécom chez StartDev (2018-2021). Ingénieur télécom chez CloudInnovate (2019-2020). Ingénieur télécom chez FinTechX (2019-2020). Diplômes: PhD en Intelligence Artificielle. Certifications: Scrum Master. Compétences techniques: 5G, VoIP, Network Design, Telecom Infrastructure, Fiber Optics, Wireless Technologies. Compétences comportementales: Travail en équipe, Créativité, Pensée analytique. Langues: Anglais, Allemand. Localisation: Bruxelles, Belgique. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Ingénieur télécom."
,,,,,,,,,,,548.0,9.0,Master Design,Aucune,"['5G', 'Wireless Technologies', 'Fiber Optics', 'VoIP', 'Signal Processing', 'Network Design']","['Adaptabilité', 'Gestion du temps', 'Empathie']","['Allemand', 'Français', 'Arabe']","Abidjan, Côte d’Ivoire",Mobile,Immédiate,"Expériences: Ingénieur télécom chez HealthAI (2020-2023). Ingénieur télécom chez TechCorp (2014-2015). Ingénieur télécom chez InnovateLab (2016-2021). Diplômes: Master Design. Certifications: Aucune. Compétences techniques: 5G, Wireless Technologies, Fiber Optics, VoIP, Signal Processing, Network Design. Compétences comportementales: Adaptabilité, Gestion du temps, Empathie. Langues: Allemand, Français, Arabe. Localisation: Abidjan, Côte d’Ivoire. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Ingénieur télécom."
,,,,,,,,,,,549.0,3.0,Licence Informatique,Kubernetes Administrator,"['Fiber Optics', 'Telecom Protocols', 'Network Design', 'Telecom Infrastructure', 'VoIP', '5G', 'Signal Processing']","['Empathie', 'Résolution de problèmes', 'Adaptabilité']","['Espagnol', 'Arabe']","Dakar, Sénégal",Mobile,Dans 1 mois,"Expériences: Ingénieur télécom chez StartDev (2020-2023). Diplômes: Licence Informatique. Certifications: Kubernetes Administrator. Compétences techniques: Fiber Optics, Telecom Protocols, Network Design, Telecom Infrastructure, VoIP, 5G, Signal Processing. Compétences comportementales: Empathie, Résolution de problèmes, Adaptabilité. Langues: Espagnol, Arabe. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Ingénieur télécom."
,,,,,,,,,,,550.0,1.0,Master Informatique,Adobe Certified Expert,"['RTOS', 'Firmware Development', 'Sensor Integration', 'Raspberry Pi', 'IoT Protocols', 'Embedded C', 'Arduino']","['Adaptabilité', 'Créativité', 'Empathie']","['Allemand', 'Espagnol']","Montréal, Canada",Pas mobile,Dans 1 mois,"Expériences: Architecte IoT chez CloudInnovate (2022-2023). Diplômes: Master Informatique. Certifications: Adobe Certified Expert. Compétences techniques: RTOS, Firmware Development, Sensor Integration, Raspberry Pi, IoT Protocols, Embedded C, Arduino. Compétences comportementales: Adaptabilité, Créativité, Empathie. Langues: Allemand, Espagnol. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Architecte IoT."
