id,exp_years,diplomes,certifications,hard_skills,soft_skills,langues,localisation,mobilite,disponibilite,full_text
166,1,Master Data Science,Scrum Master,"['NLP', 'Power BI', 'Python', 'Computer Vision', 'Scikit-learn']","['Leadership', 'Résolution de problèmes', 'Esprit critique']","['Français', 'Anglais']","Montréal, Canada",Mobile,Dans 1 mois,"Expériences: Data Architect chez AgileTeam (2023-2024). Diplômes: Master Data Science. Certifications: Scrum Master. Compétences techniques: NLP, Power BI, Python, Computer Vision, Scikit-learn. Compétences comportementales: Leadership, Résolution de problèmes, Esprit critique. Langues: Français, Anglais. Localisation: Montréal, Canada. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Data Steward."
167,8,Master Marketing Digital,Kubernetes Administrator,"['Python', 'Angular', 'C#', 'Git', 'Node.js']","['Communication', 'Pensée analytique', 'Empathie']",['Français'],"Paris, France",Mobile,Immédiate,"Expériences: Développeur Full Stack chez SmartTech (2016-2018). Développeur Full Stack chez DataSolutions (2018-2020). Développeur Full Stack chez DataDriven (2020-2023). Diplômes: Master Marketing Digital. Certifications: Kubernetes Administrator. Compétences techniques: Python, Angular, C#, Git, Node.js. Compétences comportementales: Communication, Pensée analytique, Empathie. Langues: Français. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Testeur."
168,8,Diplôme d'ingénieur Logiciel,PMP,"['Flask', 'Agile', 'CI/CD', 'Jenkins', 'Django', 'Vue.js', 'REST API']","['Leadership', 'Empathie', 'Pensée analytique']",['Français'],"Bamako, Mali",Ouvert au télétravail,Dans 1 mois,"Expériences: Développeur Frontend chez AgileTeam (2016-2019). Développeur Backend chez TechVentures (2018-2020). Tech Lead chez CloudMasters (2020-2022). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: PMP. Compétences techniques: Flask, Agile, CI/CD, Jenkins, Django, Vue.js, REST API. Compétences comportementales: Leadership, Empathie, Pensée analytique. Langues: Français. Localisation: Bamako, Mali. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Testeur."
169,5,Master Marketing Digital,CISSP,"['Scrum', 'Java', 'React', 'CI/CD', 'Django', 'Spring Boot']","['Esprit critique', 'Communication', 'Empathie']","['Français', 'Anglais', 'Espagnol']","Tunis, Tunisie",Mobile,Dans 3 mois,"Expériences: Développeur Frontend chez InnovateLab (2019-2022). Tech Lead chez SmartTech (2021-2024). Diplômes: Master Marketing Digital. Certifications: CISSP. Compétences techniques: Scrum, Java, React, CI/CD, Django, Spring Boot. Compétences comportementales: Esprit critique, Communication, Empathie. Langues: Français, Anglais, Espagnol. Localisation: Tunis, Tunisie. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Développeur d'applications."
170,10,Master Informatique,Kubernetes Administrator,"['JavaScript', 'GraphQL', 'CI/CD', 'PHP', 'Angular', 'React']","['Résolution de problèmes', 'Adaptabilité', 'Esprit critique']","['Français', 'Arabe']","Paris, France",Ouvert au télétravail,Dans 1 mois,"Expériences: Tech Lead chez StartupHub (2014-2016). Développeur Frontend chez DataDriven (2016-2017). Architecte logiciel chez InnovateLab (2018-2020). Diplômes: Master Informatique. Certifications: Kubernetes Administrator. Compétences techniques: JavaScript, GraphQL, CI/CD, PHP, Angular, React. Compétences comportementales: Résolution de problèmes, Adaptabilité, Esprit critique. Langues: Français, Arabe. Localisation: Paris, France. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Développeur Web / Mobile."
171,4,Diplôme d'ingénieur Informatique,Adobe Certified Expert,"['Python', 'Java', 'GraphQL', 'Docker', 'React', 'CI/CD', 'REST API']","['Travail en équipe', 'Adaptabilité', 'Empathie']",['Français'],"Bamako, Mali",Pas mobile,Dans 3 mois,"Expériences: Développeur Full Stack chez DevFactory (2020-2022). Architecte logiciel chez InnovateLab (2022-2024). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Adobe Certified Expert. Compétences techniques: Python, Java, GraphQL, Docker, React, CI/CD, REST API. Compétences comportementales: Travail en équipe, Adaptabilité, Empathie. Langues: Français. Localisation: Bamako, Mali. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Ingénieur logiciel."
172,2,Master Informatique,CISSP,"['GraphQL', 'Python', 'REST API', 'Vue.js', 'Flask', 'PHP', 'TypeScript', 'Java']","['Esprit critique', 'Leadership', 'Pensée analytique']","['Français', 'Anglais', 'Allemand']","Paris, France",Pas mobile,Dans 1 mois,"Expériences: Développeur Backend chez DataSolutions (2022-2025). Diplômes: Master Informatique. Certifications: CISSP. Compétences techniques: GraphQL, Python, REST API, Vue.js, Flask, PHP, TypeScript, Java. Compétences comportementales: Esprit critique, Leadership, Pensée analytique. Langues: Français, Anglais, Allemand. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Developpeur Front-End."
173,9,Master Data Science,Kubernetes Administrator,"['Spring Boot', 'JavaScript', 'PHP', 'Vue.js', 'Git', 'Flask']","['Pensée analytique', 'Gestion du temps', 'Résolution de problèmes']","['Français', 'Anglais', 'Espagnol']","Bamako, Mali",Ouvert au télétravail,Dans 1 mois,"Expériences: Développeur Frontend chez CloudMasters (2015-2017). Développeur Frontend chez CloudMasters (2017-2018). Développeur Full Stack chez CloudInnovate (2019-2021). Diplômes: Master Data Science. Certifications: Kubernetes Administrator. Compétences techniques: Spring Boot, JavaScript, PHP, Vue.js, Git, Flask. Compétences comportementales: Pensée analytique, Gestion du temps, Résolution de problèmes. Langues: Français, Anglais, Espagnol. Localisation: Bamako, Mali. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Ingénieur DevOps."
174,6,Master Marketing Digital,Adobe Certified Expert,"['GraphQL', 'TypeScript', 'React', 'Kubernetes', 'Python', 'PHP']","['Empathie', 'Adaptabilité', 'Créativité']","['Anglais', 'Espagnol']","Casablanca, Maroc",Ouvert au télétravail,Immédiate,"Expériences: Tech Lead chez DataDriven (2018-2020). Ingénieur DevOps chez CloudInnovate (2020-2022). Développeur Backend chez DigitalFirst (2022-2023). Diplômes: Master Marketing Digital. Certifications: Adobe Certified Expert. Compétences techniques: GraphQL, TypeScript, React, Kubernetes, Python, PHP. Compétences comportementales: Empathie, Adaptabilité, Créativité. Langues: Anglais, Espagnol. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Développeur Web."
175,14,Licence Communication,Kubernetes Administrator,"['Jenkins', 'TypeScript', 'Angular', 'Kubernetes', 'Git', 'Python']","['Résolution de problèmes', 'Empathie', 'Communication']",['Français'],"Bamako, Mali",Ouvert au télétravail,Dans 3 mois,"Expériences: Architecte logiciel chez DataSolutions (2010-2011). Architecte logiciel chez InnovateLab (2012-2013). Architecte logiciel chez TechCorp (2014-2015). Diplômes: Licence Communication. Certifications: Kubernetes Administrator. Compétences techniques: Jenkins, TypeScript, Angular, Kubernetes, Git, Python. Compétences comportementales: Résolution de problèmes, Empathie, Communication. Langues: Français. Localisation: Bamako, Mali. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Architecte Logiciel."
176,9,Master Marketing Digital,Aucune,"['Vue.js', 'CI/CD', 'Git', 'Python', 'Spring Boot', 'Angular', 'JavaScript']","['Créativité', 'Adaptabilité', 'Empathie']","['Français', 'Anglais', 'Espagnol']","Genève, Suisse",Mobile,Immédiate,"Expériences: Tech Lead chez CloudMasters (2015-2016). Ingénieur DevOps chez SmartTech (2017-2018). Développeur Frontend chez AgileTeam (2019-2021). Diplômes: Master Marketing Digital. Certifications: Aucune. Compétences techniques: Vue.js, CI/CD, Git, Python, Spring Boot, Angular, JavaScript. Compétences comportementales: Créativité, Adaptabilité, Empathie. Langues: Français, Anglais, Espagnol. Localisation: Genève, Suisse. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Développeur no code."
177,4,PhD en Intelligence Artificielle,Scrum Master,"['Spring Boot', 'Agile', 'Python', 'Java', 'Jenkins']","['Empathie', 'Pensée analytique', 'Travail en équipe']",['Français'],"Montréal, Canada",Pas mobile,Immédiate,"Expériences: Développeur Full Stack chez StartupHub (2020-2021). Développeur Full Stack chez TechVentures (2022-2025). Diplômes: PhD en Intelligence Artificielle. Certifications: Scrum Master. Compétences techniques: Spring Boot, Agile, Python, Java, Jenkins. Compétences comportementales: Empathie, Pensée analytique, Travail en équipe. Langues: Français. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Ingénieur logiciel."
178,10,PhD en Intelligence Artificielle,Scrum Master,"['Docker', 'Angular', 'Spring Boot', 'Java', 'Vue.js', 'PHP']","['Empathie', 'Résolution de problèmes', 'Communication']","['Français', 'Anglais', 'Allemand']","Tunis, Tunisie",Ouvert au télétravail,Dans 1 mois,"Expériences: Développeur Frontend chez CloudMasters (2014-2016). Ingénieur DevOps chez DataDriven (2016-2019). Tech Lead chez AgileTeam (2018-2020). Diplômes: PhD en Intelligence Artificielle. Certifications: Scrum Master. Compétences techniques: Docker, Angular, Spring Boot, Java, Vue.js, PHP. Compétences comportementales: Empathie, Résolution de problèmes, Communication. Langues: Français, Anglais, Allemand. Localisation: Tunis, Tunisie. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Spécialiste test et validation."
179,7,Licence Communication,Google Analytics,"['JavaScript', 'Git', 'Agile', 'Node.js', 'Scrum', 'GraphQL']","['Pensée analytique', 'Gestion du temps', 'Esprit critique']","['Français', 'Anglais']","Montréal, Canada",Pas mobile,Dans 3 mois,"Expériences: Ingénieur DevOps chez CloudInnovate (2017-2020). Développeur Frontend chez InnovateLab (2019-2020). Développeur Frontend chez StartupHub (2021-2023). Diplômes: Licence Communication. Certifications: Google Analytics. Compétences techniques: JavaScript, Git, Agile, Node.js, Scrum, GraphQL. Compétences comportementales: Pensée analytique, Gestion du temps, Esprit critique. Langues: Français, Anglais. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Intégrateur web."
180,11,Master Marketing Digital,Google Data Engineer,"['Flask', 'Python', 'Angular', 'Jenkins', 'Kubernetes', 'REST API', 'TypeScript', 'JavaScript']","['Leadership', 'Adaptabilité', 'Empathie']","['Français', 'Anglais', 'Allemand']","Casablanca, Maroc",Mobile,Immédiate,"Expériences: Développeur Full Stack chez DataSolutions (2013-2015). Ingénieur DevOps chez DigitalFirst (2015-2016). Tech Lead chez TechVentures (2017-2019). Diplômes: Master Marketing Digital. Certifications: Google Data Engineer. Compétences techniques: Flask, Python, Angular, Jenkins, Kubernetes, REST API, TypeScript, JavaScript. Compétences comportementales: Leadership, Adaptabilité, Empathie. Langues: Français, Anglais, Allemand. Localisation: Casablanca, Maroc. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Développeur Mobile."
181,6,BTS Informatique,Google Data Engineer,"['Flask', 'REST API', 'Agile', 'Angular', 'JavaScript', 'Spring Boot', 'C#']","['Communication', 'Résolution de problèmes', 'Adaptabilité']","['Français', 'Anglais', 'Allemand']","Lyon, France",Ouvert au télétravail,Dans 3 mois,"Expériences: Tech Lead chez CloudMasters (2018-2021). Architecte logiciel chez StartupHub (2020-2023). Tech Lead chez InnovateLab (2022-2025). Diplômes: BTS Informatique. Certifications: Google Data Engineer. Compétences techniques: Flask, REST API, Agile, Angular, JavaScript, Spring Boot, C#. Compétences comportementales: Communication, Résolution de problèmes, Adaptabilité. Langues: Français, Anglais, Allemand. Localisation: Lyon, France. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Testeur."
182,8,Diplôme d'ingénieur Informatique,Scrum Master,"['Java', 'React', 'JavaScript', 'C#', 'GraphQL', 'Scrum', 'Flask']","['Empathie', 'Communication', 'Travail en équipe']","['Français', 'Arabe']","Bamako, Mali",Ouvert au télétravail,Dans 1 mois,"Expériences: Tech Lead chez StartupHub (2016-2019). Développeur Backend chez StartupHub (2018-2021). Développeur Frontend chez AgileTeam (2020-2022). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Scrum Master. Compétences techniques: Java, React, JavaScript, C#, GraphQL, Scrum, Flask. Compétences comportementales: Empathie, Communication, Travail en équipe. Langues: Français, Arabe. Localisation: Bamako, Mali. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Spécialiste test et validation."
183,14,MBA Management Digital,Aucune,"['Agile', 'Kubernetes', 'Flask', 'PHP', 'Jenkins', 'C#', 'Scrum', 'Docker']","['Gestion du temps', 'Adaptabilité', 'Communication']",['Français'],"Montréal, Canada",Ouvert au télétravail,Immédiate,"Expériences: Architecte logiciel chez DigitalFirst (2010-2013). Architecte logiciel chez SmartTech (2012-2014). Tech Lead chez DataDriven (2014-2015). Diplômes: MBA Management Digital. Certifications: Aucune. Compétences techniques: Agile, Kubernetes, Flask, PHP, Jenkins, C#, Scrum, Docker. Compétences comportementales: Gestion du temps, Adaptabilité, Communication. Langues: Français. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Développeur Full Stack."
184,14,Diplôme d'ingénieur Informatique,HubSpot Marketing,"['Vue.js', 'Jenkins', 'CI/CD', 'Django', 'PHP']","['Pensée analytique', 'Adaptabilité', 'Leadership']","['Français', 'Anglais', 'Allemand']","Dakar, Sénégal",Ouvert au télétravail,Dans 1 mois,"Expériences: Développeur Backend chez DataDriven (2010-2013). Développeur Frontend chez DevFactory (2012-2014). Architecte logiciel chez DigitalFirst (2014-2016). Diplômes: Diplôme d'ingénieur Informatique. Certifications: HubSpot Marketing. Compétences techniques: Vue.js, Jenkins, CI/CD, Django, PHP. Compétences comportementales: Pensée analytique, Adaptabilité, Leadership. Langues: Français, Anglais, Allemand. Localisation: Dakar, Sénégal. Mobilité: Ouvert au télétravail. Disponibilité: Dans 1 mois. Poste recherché: Testeur."
185,4,MBA Management Digital,Google Data Engineer,"['Agile', 'Spring Boot', 'Python', 'Kubernetes', 'JavaScript', 'React', 'REST API']","['Leadership', 'Créativité', 'Gestion du temps']","['Français', 'Anglais', 'Allemand']","Casablanca, Maroc",Ouvert au télétravail,Dans 3 mois,"Expériences: Architecte logiciel chez DataDriven (2020-2023). Développeur Full Stack chez DigitalFirst (2022-2025). Diplômes: MBA Management Digital. Certifications: Google Data Engineer. Compétences techniques: Agile, Spring Boot, Python, Kubernetes, JavaScript, React, REST API. Compétences comportementales: Leadership, Créativité, Gestion du temps. Langues: Français, Anglais, Allemand. Localisation: Casablanca, Maroc. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Ingénieur no code."
186,14,DUT Réseaux et Télécommunications,Google Analytics,"['Kubernetes', 'Spring Boot', 'C#', 'Scrum', 'CI/CD']","['Leadership', 'Communication', 'Empathie']","['Français', 'Arabe']","Bamako, Mali",Mobile,Dans 3 mois,"Expériences: Développeur Frontend chez CloudInnovate (2010-2011). Développeur Backend chez CloudMasters (2012-2013). Développeur Full Stack chez DataDriven (2014-2016). Diplômes: DUT Réseaux et Télécommunications. Certifications: Google Analytics. Compétences techniques: Kubernetes, Spring Boot, C#, Scrum, CI/CD. Compétences comportementales: Leadership, Communication, Empathie. Langues: Français, Arabe. Localisation: Bamako, Mali. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Testeur."
187,1,Licence Communication,Google Analytics,"['Django', 'Kubernetes', 'React', 'Vue.js', 'Python', 'Java', 'Angular']","['Gestion du temps', 'Communication', 'Empathie']","['Français', 'Anglais', 'Allemand']","Montréal, Canada",Pas mobile,Dans 3 mois,"Expériences: Ingénieur DevOps chez DevFactory (2023-2026). Diplômes: Licence Communication. Certifications: Google Analytics. Compétences techniques: Django, Kubernetes, React, Vue.js, Python, Java, Angular. Compétences comportementales: Gestion du temps, Communication, Empathie. Langues: Français, Anglais, Allemand. Localisation: Montréal, Canada. Mobilité: Pas mobile. Disponibilité: Dans 3 mois. Poste recherché: Développeur d'applications."
188,5,Master Data Science,HubSpot Marketing,"['Agile', 'Java', 'React', 'Flask', 'GraphQL']","['Pensée analytique', 'Communication', 'Empathie']","['Français', 'Anglais']","Montréal, Canada",Mobile,Dans 3 mois,"Expériences: Développeur Full Stack chez TechVentures (2019-2021). Développeur Backend chez TechCorp (2021-2024). Diplômes: Master Data Science. Certifications: HubSpot Marketing. Compétences techniques: Agile, Java, React, Flask, GraphQL. Compétences comportementales: Pensée analytique, Communication, Empathie. Langues: Français, Anglais. Localisation: Montréal, Canada. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Développeur Mobile."
189,7,MBA Management Digital,Microsoft Azure Administrator,"['Agile', 'TypeScript', 'Java', 'Python', 'REST API', 'Node.js', 'CI/CD', 'PHP']","['Pensée analytique', 'Adaptabilité', 'Communication']","['Français', 'Anglais', 'Espagnol']","Genève, Suisse",Ouvert au télétravail,Dans 3 mois,"Expériences: Développeur Backend chez DevFactory (2017-2019). Ingénieur DevOps chez InnovateLab (2019-2022). Architecte logiciel chez InnovateLab (2021-2022). Diplômes: MBA Management Digital. Certifications: Microsoft Azure Administrator. Compétences techniques: Agile, TypeScript, Java, Python, REST API, Node.js, CI/CD, PHP. Compétences comportementales: Pensée analytique, Adaptabilité, Communication. Langues: Français, Anglais, Espagnol. Localisation: Genève, Suisse. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Intégrateur web."
190,8,Diplôme d'ingénieur Informatique,Aucune,"['Spring Boot', 'Angular', 'CI/CD', 'Node.js', 'Kubernetes', 'Jenkins', 'C#']","['Résolution de problèmes', 'Esprit critique', 'Empathie']","['Français', 'Anglais']","Montréal, Canada",Mobile,Dans 3 mois,"Expériences: Développeur Full Stack chez StartupHub (2016-2019). Développeur Frontend chez DataSolutions (2018-2021). Ingénieur DevOps chez SmartTech (2020-2022). Diplômes: Diplôme d'ingénieur Informatique. Certifications: Aucune. Compétences techniques: Spring Boot, Angular, CI/CD, Node.js, Kubernetes, Jenkins, C#. Compétences comportementales: Résolution de problèmes, Esprit critique, Empathie. Langues: Français, Anglais. Localisation: Montréal, Canada. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Developpeur Back-End."
191,13,Licence Informatique,Kubernetes Administrator,"['React', 'Spring Boot', 'Django', 'Flask', 'Docker']","['Leadership', 'Résolution de problèmes', 'Esprit critique']",['Français'],"Dakar, Sénégal",Mobile,Dans 3 mois,"Expériences: Développeur Backend chez StartupHub (2011-2014). Développeur Full Stack chez AgileTeam (2013-2016). Développeur Backend chez TechCorp (2015-2018). Diplômes: Licence Informatique. Certifications: Kubernetes Administrator. Compétences techniques: React, Spring Boot, Django, Flask, Docker. Compétences comportementales: Leadership, Résolution de problèmes, Esprit critique. Langues: Français. Localisation: Dakar, Sénégal. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Developpeur Front-End."
192,13,Master Informatique,Adobe Certified Expert,"['Kubernetes', 'Node.js', 'Flask', 'Python', 'REST API']","['Pensée analytique', 'Leadership', 'Travail en équipe']","['Français', 'Anglais', 'Allemand']","Bamako, Mali",Ouvert au télétravail,Dans 3 mois,"Expériences: Tech Lead chez StartupHub (2011-2012). Développeur Frontend chez AgileTeam (2013-2015). Développeur Backend chez SmartTech (2015-2017). Diplômes: Master Informatique. Certifications: Adobe Certified Expert. Compétences techniques: Kubernetes, Node.js, Flask, Python, REST API. Compétences comportementales: Pensée analytique, Leadership, Travail en équipe. Langues: Français, Anglais, Allemand. Localisation: Bamako, Mali. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Développeur Web / Mobile."
193,8,Master Marketing Digital,HubSpot Marketing,"['Scrum', 'CI/CD', 'REST API', 'JavaScript', 'Angular', 'React']","['Pensée analytique', 'Leadership', 'Esprit critique']",['Français'],"Tunis, Tunisie",Mobile,Dans 3 mois,"Expériences: Développeur Frontend chez TechCorp (2016-2018). Développeur Frontend chez TechVentures (2018-2019). Tech Lead chez InnovateLab (2020-2021). Diplômes: Master Marketing Digital. Certifications: HubSpot Marketing. Compétences techniques: Scrum, CI/CD, REST API, JavaScript, Angular, React. Compétences comportementales: Pensée analytique, Leadership, Esprit critique. Langues: Français. Localisation: Tunis, Tunisie. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Développeur Mobile."
194,13,DUT Réseaux et Télécommunications,PMP,"['CI/CD', 'Jenkins', 'GraphQL', 'Django', 'REST API', 'Vue.js', 'React']","['Créativité', 'Leadership', 'Adaptabilité']",['Français'],"Lyon, France",Mobile,Dans 1 mois,"Expériences: Développeur Full Stack chez TechVentures (2011-2014). Développeur Full Stack chez SmartTech (2013-2016). Tech Lead chez DataDriven (2015-2017). Diplômes: DUT Réseaux et Télécommunications. Certifications: PMP. Compétences techniques: CI/CD, Jenkins, GraphQL, Django, REST API, Vue.js, React. Compétences comportementales: Créativité, Leadership, Adaptabilité. Langues: Français. Localisation: Lyon, France. Mobilité: Mobile. Disponibilité: Dans 1 mois. Poste recherché: Developpeur Front-End."
195,10,Master Informatique,Microsoft Azure Administrator,"['PHP', 'Kubernetes', 'Spring Boot', 'TypeScript', 'JavaScript', 'Vue.js']","['Leadership', 'Créativité', 'Communication']","['Anglais', 'Espagnol']","Paris, France",Pas mobile,Immédiate,"Expériences: Architecte logiciel chez CloudMasters (2014-2016). Tech Lead chez DevFactory (2016-2017). Architecte logiciel chez InnovateLab (2018-2020). Diplômes: Master Informatique. Certifications: Microsoft Azure Administrator. Compétences techniques: PHP, Kubernetes, Spring Boot, TypeScript, JavaScript, Vue.js. Compétences comportementales: Leadership, Créativité, Communication. Langues: Anglais, Espagnol. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Immédiate. Poste recherché: Ingénieur DevOps."
196,13,Diplôme d'ingénieur Logiciel,HubSpot Marketing,"['Angular', 'Python', 'Spring Boot', 'GraphQL', 'Kubernetes', 'Django']","['Leadership', 'Adaptabilité', 'Empathie']","['Français', 'Anglais', 'Allemand']","Paris, France",Pas mobile,Dans 1 mois,"Expériences: Architecte logiciel chez DataDriven (2011-2012). Développeur Backend chez CloudInnovate (2013-2014). Développeur Full Stack chez CloudMasters (2015-2016). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: HubSpot Marketing. Compétences techniques: Angular, Python, Spring Boot, GraphQL, Kubernetes, Django. Compétences comportementales: Leadership, Adaptabilité, Empathie. Langues: Français, Anglais, Allemand. Localisation: Paris, France. Mobilité: Pas mobile. Disponibilité: Dans 1 mois. Poste recherché: Développeur d'applications."
197,10,Master Informatique,Adobe Certified Expert,"['Django', 'Java', 'Kubernetes', 'C#', 'TypeScript', 'Git', 'Jenkins']","['Empathie', 'Pensée analytique', 'Résolution de problèmes']","['Français', 'Anglais']","Paris, France",Mobile,Dans 3 mois,"Expériences: Développeur Full Stack chez TechVentures (2014-2015). Développeur Backend chez StartupHub (2016-2019). Développeur Full Stack chez DataSolutions (2018-2021). Diplômes: Master Informatique. Certifications: Adobe Certified Expert. Compétences techniques: Django, Java, Kubernetes, C#, TypeScript, Git, Jenkins. Compétences comportementales: Empathie, Pensée analytique, Résolution de problèmes. Langues: Français, Anglais. Localisation: Paris, France. Mobilité: Mobile. Disponibilité: Dans 3 mois. Poste recherché: Architecte Logiciel."
198,11,Master Marketing Digital,Microsoft Azure Administrator,"['TypeScript', 'Scrum', 'React', 'Python', 'Django', 'Jenkins', 'REST API', 'CI/CD']","['Travail en équipe', 'Gestion du temps', 'Leadership']","['Français', 'Anglais', 'Espagnol']","Lyon, France",Mobile,Immédiate,"Expériences: Architecte logiciel chez AgileTeam (2013-2015). Tech Lead chez StartupHub (2015-2017). Ingénieur DevOps chez TechVentures (2017-2019). Diplômes: Master Marketing Digital. Certifications: Microsoft Azure Administrator. Compétences techniques: TypeScript, Scrum, React, Python, Django, Jenkins, REST API, CI/CD. Compétences comportementales: Travail en équipe, Gestion du temps, Leadership. Langues: Français, Anglais, Espagnol. Localisation: Lyon, France. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Ingénieur DevOps."
199,1,Licence Informatique,Aucune,"['Flask', 'CI/CD', 'Java', 'GraphQL', 'React', 'Docker', 'Vue.js', 'Angular']","['Communication', 'Travail en équipe', 'Résolution de problèmes']","['Français', 'Arabe']","Bruxelles, Belgique",Mobile,Immédiate,"Expériences: Ingénieur DevOps chez DataDriven (2023-2024). Diplômes: Licence Informatique. Certifications: Aucune. Compétences techniques: Flask, CI/CD, Java, GraphQL, React, Docker, Vue.js, Angular. Compétences comportementales: Communication, Travail en équipe, Résolution de problèmes. Langues: Français, Arabe. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Spécialiste test et validation."
200,9,Master Informatique,Aucune,"['Teams', 'Roadmap', 'Trello', 'Excel', 'Stratégie digitale', 'Asana', 'Agile', 'Confluence']","['Leadership', 'Résolution de problèmes', 'Communication']","['Français', 'Arabe']","Bamako, Mali",Mobile,Immédiate,"Expériences: Product Manager chez AgileTeam (2015-2017). Product Owner chez DataSolutions (2017-2020). Product Manager chez DevFactory (2019-2022). Diplômes: Master Informatique. Certifications: Aucune. Compétences techniques: Teams, Roadmap, Trello, Excel, Stratégie digitale, Asana, Agile, Confluence. Compétences comportementales: Leadership, Résolution de problèmes, Communication. Langues: Français, Arabe. Localisation: Bamako, Mali. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Chargé de numérique responsable."
201,15,Master Design,Microsoft Azure Administrator,"['Teams', 'Jira', 'Gestion de budget', 'Roadmap', 'Slack']","['Pensée analytique', 'Communication', 'Esprit critique']","['Français', 'Arabe']","Montréal, Canada",Ouvert au télétravail,Immédiate,"Expériences: Product Owner chez InnovateLab (2009-2012). Product Owner chez StartupHub (2011-2013). Scrum Master chez TechCorp (2013-2014). Diplômes: Master Design. Certifications: Microsoft Azure Administrator. Compétences techniques: Teams, Jira, Gestion de budget, Roadmap, Slack. Compétences comportementales: Pensée analytique, Communication, Esprit critique. Langues: Français, Arabe. Localisation: Montréal, Canada. Mobilité: Ouvert au télétravail. Disponibilité: Immédiate. Poste recherché: Administrateur Système d'information."
202,6,Master Data Science,Kubernetes Administrator,"['Jira', 'Trello', 'KPI', 'Transformation digitale', 'Kanban', 'PowerPoint', 'MS Project']","['Travail en équipe', 'Gestion du temps', 'Leadership']",['Français'],"Bruxelles, Belgique",Mobile,Immédiate,"Expériences: CTO chez SmartTech (2018-2019). Product Manager chez DigitalFirst (2020-2023). Product Manager chez TechVentures (2022-2024). Diplômes: Master Data Science. Certifications: Kubernetes Administrator. Compétences techniques: Jira, Trello, KPI, Transformation digitale, Kanban, PowerPoint, MS Project. Compétences comportementales: Travail en équipe, Gestion du temps, Leadership. Langues: Français. Localisation: Bruxelles, Belgique. Mobilité: Mobile. Disponibilité: Immédiate. Poste recherché: Expert en système d’information."
203,10,Diplôme d'ingénieur Logiciel,Microsoft Azure Administrator,"['Kanban', 'Gestion de budget', 'Roadmap', 'Confluence', 'Scrum', 'Trello', 'Teams', 'KPI']","['Créativité', 'Adaptabilité', 'Résolution de problèmes']","['Français', 'Anglais']","Tunis, Tunisie",Ouvert au télétravail,Dans 3 mois,"Expériences: CTO chez TechVentures (2014-2015). Product Manager chez DataSolutions (2016-2019). Chef de projet chez DigitalFirst (2018-2021). Diplômes: Diplôme d'ingénieur Logiciel. Certifications: Microsoft Azure Administrator. Compétences techniques: Kanban, Gestion de budget, Roadmap, Confluence, Scrum, Trello, Teams, KPI. Compétences comportementales: Créativité, Adaptabilité, Résolution de problèmes. Langues: Français, Anglais. Localisation: Tunis, Tunisie. Mobilité: Ouvert au télétravail. Disponibilité: Dans 3 mois. Poste recherché: Expert en système d’information."
